Company Name,Title,Location,Stipend
Sanchvi,Fashion Design,Work From Home,"₹ 5,000 /month"
Vecmocon Technologies,Human Resources (HR),Gurgaon,"₹ 8,000 /month"
A TO Z Diamonds,Social Media Marketing,Jaipur,"₹ 10,000 /month"
Taiyō,Intelligence Client Analyst,Mumbai,"₹ 15,000 /month"
Career Creed HR Services,Inside Sales,Gurgaon,"₹ 5,000 /month"
AskIITians Web Private Limited,Sales Consultant,Bangalore,"₹ 18,000 /month"
Creative Fuel Private Limited,Content Writing,Pune,"₹ 10,000 /month"
Reflex Realty LLP,Sales,Bangalore,"₹ 8,000-12,000 /month"
Reflex Realty LLP,Graphic Design,Work From Home,"₹ 8,000-12,000 /month"
DTORR,Data Entry,Work From Home,"₹ 8,000 /month"
Ramyoz,Inside Sales,Mumbai,"₹ 10,000 /month"
MarketInc,Financial Content Writing,Mumbai,"₹ 10,000-25,000 /month"
"Launchpilot (Singapore, Singapore)",Business Development (Sales),Bandra,"₹ 10,000 /month"
Templatolio,Social Media Marketing,Bangalore,"₹ 15,000 /month"
Enord Private Limited,Social Media Marketing,Gurgaon,"₹ 5,000-10,000 /month"
Smollan India Private Limited,Front End Development,Work From Home,"₹ 15,000 /month"
Skillsify,Search Engine Optimization (SEO),Work From Home,"₹ 5,000-8,000 /month"
Ace 360,Motion Graphics,Work From Home,"₹ 5,000-8,000 /month"
Happy2Age,Communications & Documentation,Work From Home,"₹ 2,000-3,000 /month"
MedBound Times,Content Writing (Medical),Mumbai,"₹ 12,000 /month"
Trucktek Private Limited,Business Development (Sales),Work From Home,"₹ 12,000 /month"
Vignam Labs,Telecalling,Work From Home,"₹ 5,000 /month"
PRtainment Media & Communication,Media & Public Relations (PR),Delhi,"₹ 5,000 /month"
SRVA Education Private Limited,Business Development (Sales),Mumbai,"₹ 5,000 /month +  Incentives"
Bhash Software Labs Private Limited,YouTube Content Creation,Kalyan,"₹ 15,000-20,000 /month"
Exampil Solutions Private Limited,Business Development (Sales),Work From Home,"₹ 1,000-4,000 /month"
RoarInk Labs Private Limited,Social Media Marketing,Work From Home,"₹ 5,000 /month"
We Media Communications,Graphic Design,Delhi,"₹ 6,000 /month"
Ziqitza Health Care Limited (ZHL),HR Consultant,Bangalore,"₹ 10,000 /month"
Qatapultt Learning Solutions Private Limited,Android App Development,Work From Home,"₹ 10,000 /month"
The Boho Travellers,Digital Marketing,Bangalore,"₹ 10,000 /month"
IAutomation Training Hub,Video Editing/Making,Hyderabad,"₹ 2,000 /month"
Adhyayan Foundation For Policy And Research (AFPR),Policy Research,Work From Home,Unpaid
Ethinos Digital Marketing,Business Development (Sales),Bangalore,"₹ 8,000-12,000 /month"
Durvesh Santosh Naik,Digital Marketing,Mumbai,"₹ 5,000-7,000 /month"
MavenSources,Inside Sales,Work From Home,"₹ 2,000 /month +  Incentives"
The Product Vibe,Marketing Management,Bangalore,"₹ 1,000 lump sum"
Sbgraphy Studio,Graphic Design,Work From Home,"₹ 2,000 /month"
Fork Media Group,Social Media Marketing,Work From Home,"₹ 6,000-7,000 /month"
Fintree Finance Private Limited,Marketing,Bangalore,"₹ 10,000 /month"
Majik Events,Graphic Design,Work From Home,"₹ 7,500 /month"
Murraad Creatives & Co.,Content Writing,Work From Home,"₹ 8,000 /month"
BornHi Digital,Human Resources (HR),Gurgaon,"₹ 10,000 /month"
The All Solutions,Business Development (Sales),Indore,"₹ 1,000 /month +  Incentives"
Udyog Buddy,Company Secretary (CS),Work From Home,"₹ 4,000 /month"
Macgence Technologies (OPC) Private Limited,Content Writing,Panchkula,"₹ 15,000 /month"
La Foret French Class,Marketing,Work From Home,"₹ 12,000-15,000 /month"
Xsoln,Mobile App Development,Work From Home,"₹ 6,500 /month"
AFI Digital Services,Digital Marketing,Work From Home,"₹ 10,000 /month"
Newms,Content Writing,Mumbai,"₹ 1,000-1,500 /month"
GD Goenka Healthcare Academy,Telecalling,Lucknow,"₹ 5,000-10,000 /month"
RDP Workstations Private Limited,Marketing,Work From Home,"₹ 5,000 /month"
Next Level Private Limited,Digital Marketing,Mumbai,"₹ 3,000-10,000 /month"
Manner & Skill Integrated Services Pvt Ltd,Marketing,Jaipur,"₹ 5,000 /month"
Genesis BCW Private Limited,Media & Public Relations (PR),Surat,"₹ 10,000 /month"
Atharvan,Content & E-Commerce Management,Work From Home,"₹ 8,000 /month"
The Image Motion,Content Writing,Work From Home,"₹ 8,000 /month"
HAYAGRIVA GEM ACADEMY,E-Commerce Business Management,Work From Home,"₹ 10,000 /month +  Incentives"
HomeClass,Product Marketing,Kochi,"₹ 1,000 /month +  Incentives"
Cocentrus,Human Resources (HR),Greater Noida,"₹ 5,000 /month"
OmegaSoft Technoogies,Human Resources (HR),Noida,"₹ 8,000-12,000 /month"
BeOn Technologies Private Limited,Human Resources (HR),Delhi,"₹ 8,000-10,000 /month"
Ema Special Products & Services Private Limited,General Management,Ghaziabad,"₹ 5,000-15,000 /month"
Alt Realtech Private Limited,Sales,Work From Home,"₹ 10,000-20,000 /month"
Zyvka Global Services,Lead Generation,Work From Home,"₹ 5,000 /month"
Woawi,Content Writing,Guwahati,"₹ 2,000 /month"
The Monastery,Operations,Mumbai,"₹ 7,500 /month"
The OmniJobs,Sales Development,Dahisar,"₹ 5,000 /month +  Incentives"
Easy Wash,Operations,Work From Home,"₹ 2,000-6,000 /month"
Stable Investments,Marketing,Work From Home,"₹ 2,000-5,000 /month"
Gyansthan Education Services,Western Music Tutoring,Mumbai,"₹ 6,000-10,000 /month"
PNT Robotics & Automation Solutions LLP,Telesales,Mumbai,"₹ 5,000-10,000 /month"
Hyper Drones,Video Editing/Making,Pune,"₹ 1,000-6,000 /month"
Sathwik Ventures,Civil Engineering,Work From Home,"₹ 2,000 /month"
JUNOON KIDS TV,Anchoring,Work From Home,"₹ 5,000 /month"
The Sleep Company,Digital Marketing,Bangalore,"₹ 15,000 /month"
Makerminds Kochi,Coding And Robotics,Work From Home,"₹ 10,000-15,000 /month"
RJ Gala & Associates,HR Intern,Work From Home,"₹ 5,000-10,000 /month"
Vennila Sathyamoorthi,Graphic Design,Noida,"₹ 3,000-4,000 /month"
Buzz Uniforms,Operations,Mumbai,₹ 800 /week
Zenup Health,Social Media Marketing,Bangalore,"₹ 5,000-5,500 /month"
Nitin Gupta,Video Editing/Making,Gurgaon,"₹ 1,000 /week"
Machadalo,Business Relationship,Delhi,"₹ 15,000 /month +  Incentives"
LAD STUDIO,Architecture,Navi Mumbai,"₹ 7,000 /month +  Incentives"
"R J Gala & Associates, Chartered Accountants",Accounting & Taxation,Work From Home,"₹ 3,000-8,000 /month"
Aayna Clinic,Chartered Accountancy (CA),Work From Home,"₹ 25,000 /month"
Bihar Tax Consultant,Legal Research,Delhi,"₹ 3,000-5,000 /month"
Furbishy Interiors And Decor Private Limited,Interior Design,Pune,"₹ 5,000 /month"
Dynish,Social Media Marketing,Ghaziabad,"₹ 1,500-2,000 /month"
Healthyaa Limited,Digital Marketing,Faridabad,"₹ 5,000 /month"
GKB Labs LLP,Marketing,Delhi,"₹ 10,000 /month"
Zenifi,Marketing,Mira Bhayandar,"₹ 2,000-12,000 /month"
Pankaj Thakur,Hotel Management(Chef),Work From Home,"₹ 8,000-10,000 /month"
Uni Shades,Social Media Marketing,Gurgaon,"₹ 9,500-12,000 /month"
SafetyConnect,Content Writing,Jaipur,"₹ 5,000 /month"
Bolt,Business Development (Sales),Work From Home,"₹ 10,000-15,000 /month"
KAVITA DRY FRUITS AND SPICES,Social Media Marketing,Work From Home,"₹ 2,000 /month"
Assistify Incorporation,Business Development (Sales),Work From Home,"₹ 1,000 /month +  Incentives"
Rapid Investments Limited,Marketing,Work From Home,"₹ 2,000-5,000 /month"
SV Global Designs Private Limited,Fashion Design,Work From Home,"₹ 12,000 /month"
Take It Eazy Media,Social Media Marketing,Work From Home,"₹ 5,000 /month"
5C NETWORK (INDIA) PRIVATE LIMITED,Inside Sales,Hyderabad,"₹ 12,000 /month"
Rento Bangalore,Operations,Work From Home,"₹ 12,000 /month"
Ohrna,Sales,Jaipur,"₹ 1,000 /month +  Incentives"
Agile Parking Solutions Private Limited,Market Research,Work From Home,"₹ 18,000 /month"
TRIUNITY ENGINEERING COMPANY,Business Development (Sales),Kolkata,"₹ 5,000 /month +  Incentives"
Aura Medical Limited,Content Writing,Work From Home,"₹ 5,000-10,000 /month"
Raika Photography,Photo Editing,Noida,"₹ 5,000-10,000 /month"
Agile Parking Solutions Private Limited,Market Research,Mumbai,"₹ 18,000 /month"
Set Up Digital,Graphic Design,Gurgaon,"₹ 5,000-9,000 /month"
Wiingy Private Limited,Sales,Bhopal,"₹ 25,000 /month"
Sum Overseas Private Limited,Business Research,Mumbai,"₹ 10,000-30,000 /month"
Shakuntala Poddar Welfare Foundation,Teaching,Mumbai,Unpaid
Avataryug,Graphic Design,Mumbai,"₹ 10,000 /month"
OML Entertainment Private Limited,Law/Legal,Work From Home,"₹ 15,000 /month"
RJ Maison Luxe,Graphic Design,Mumbai,"₹ 5,000 /month"
Steinbeis India,Digital Marketing,Noida,"₹ 10,000 /month"
Cognosmed Laboratories Private Limited,Quality Analyst,Noida,"₹ 5,000 /month"
Redwolf,Operations,Noida,"₹ 2,500 /week"
Netglobes,Graphic Design,Ghaziabad,"₹ 3,000-10,000 /month"
Almo Wear,Customer Service/Customer Support,Delhi,"₹ 10,000 /month"
PARVEEN SINGHAL,Law/Legal,Chandigarh,"₹ 7,000-15,000 /month"
Perfect Designing Solution,WordPress Development,Noida,"₹ 5,000-8,000 /month"
Yotech Infocom Private Limited,Business Development (Sales),Delhi,"₹ 10,000 /month"
Smayan Foundation,Video Editing/Making,Gurgaon,"₹ 1,000 /month"
Skoodos (Spherion Solutions Private Limited),Data Science,Punjab,"₹ 10,000 /month"
Support - Lets Talk,Graphic Design,Pune,"₹ 1,200 /month"
Work Advantage Private Limited (Advantage Club),Business Development (Sales),Mumbai,"₹ 20,000 /month"
Mascot IT Solutions,Web And Mobile App Development,Delhi,"₹ 10,000-12,000 /month"
The Swan Spa,Event Management,Noida,"₹ 5,000-15,000 /month"
Kanchan Cassette & Series (KSeries),Film Production,Indore,"₹ 5,000 /month"
Bambians,Graphic Design,Mumbai,"₹ 3,000-5,000 /month"
Khanna and Khanna,Law/Legal,Mumbai,Unpaid
Digiwork,Search Engine Optimization (SEO),Nagpur,"₹ 4,000 /month +  Incentives"
Voice Of Kolkata,Journalism,Greater Noida,"₹ 3,500 /month"
Engtalki,Online Teaching (Spoken English),Noida,"₹ 1,000 /month"
CALCO POLYTECHNIK PVT. LTD.,Digital Marketing,Delhi,"₹ 10,000 /month"
Choice International Limited,HR And Project Management,Ghaziabad,"₹ 1,000 /month +  Incentives"
Quantum IT Innovation,Digital Marketing - Pay-per-click Marketing,Work From Home,"₹ 8,000-15,000 /month"
Skillvert,HR Consultant,Work From Home,"₹ 12,000-15,000 /month"
Shree Sanjeevani Herbal Care,Facebook Marketing,Work From Home,"₹ 6,000-12,000 /month"
ConsultBae,Human Resources (HR),Delhi,"₹ 5,000-10,000 /month"
Indbin Fintech Services LLP,Business Development (Sales),Work From Home,"₹ 5,000 /month"
Ramyoz,Human Resources (HR),Work From Home,"₹ 6,000-10,000 /month"
Ramyoz,Business Development (Sales),Mumbai,"₹ 6,000-10,000 /month"
Intesome,Human Resources (HR) (Remote),Mumbai,"₹ 5,000 /month"
K12 Techno Services Private Limited,Robotics,Delhi,"₹ 25,000 /month"
Ultimate Marketing Company,Virtual Assistant,Pune,"₹ 3,000 /month"
Radhika  Aggarwal,Videography,Work From Home,"₹ 2,000 /month +  Incentives"
UPEDGE ONLINE,Telecalling,Noida,"₹ 3,000 /month"
HYPERSAGE TECHNOLOGY,Business Development (Sales),Gurgaon,"₹ 10,000-15,000 /month"
People Staffing Solutions,Recruitment Consultant,Bangalore,"₹ 5,000-7,000 /month"
Stratefix Consulting,Sales Consultant,Work From Home,"₹ 6,000 /month"
SMCA Nariman Point,Social Media Marketing,Work From Home,"₹ 7,000 /month"
Clark & Kent,Human Resources (HR),Noida,"₹ 5,000 /month"
VIVA LIP (OPC) PRIVATE LIMITED,Business Development (Sales),Delhi,"₹ 8,000 /month"
GroVr,SaaS Sales,Gurgaon,"₹ 10,000 /month"
Tulsi Weigh Solutions Private Limited,Junior Customer Interaction & Lead Coordination,Faridabad,"₹ 5,000-12,000 /month"
TapGro (Vtechnify Infosol Private Limited),Human Resources (HR),Mumbai,"₹ 5,000 /month"
Ameego Labs Private Limited,Digital Marketing,Work From Home,"₹ 5,000 /month"
Autocal Solutions Private Limited,Information Technology,Thane,"₹ 5,000 /month"
Radiant Tech Solutions,Project Management,Navi Mumbai,"₹ 3,000 /month"
Prrathaa Weddings,Event Management,Mumbai,"₹ 10,000 /month"
ConsultBae,Talent Acquisition,Work From Home,"₹ 5,000-10,000 /month"
Autocal Solutions Private Limited,Human Resources (HR),Work From Home,"₹ 5,000 /month"
ConsultBae,Recruitment Consultant,Navi Mumbai,"₹ 5,000-10,000 /month"
ITM Group Of Institutions,Marketing,Work From Home,"₹ 10,000 /month"
Thejaswini N,Telecalling,Work From Home,"₹ 6,000 /month +  Incentives"
Techlift,Search Engine Optimization (SEO),Work From Home,"₹ 5,000-10,000 /month"
ALSA Software,Field Sales,Jabalpur,"₹ 9,000 /month"
Hyspace Technologies,Business Development (Sales),Noida,"₹ 10,000-25,000 /month"
Harshita Soni,Video Editing/Making,Ahmedabad,"₹ 5,000 /month"
Veract Consultancy,Software Development,Jaipur,"₹ 10,000 /month"
One Advertising,Content Writing,Noida,"₹ 5,000 /month"
Growth Alleys,Social Change And Marketing,Work From Home,"₹ 4,000 /month +  Incentives"
Netpal Solutions,Event Management,Delhi,"₹ 2,000 /month +  Incentives"
Kalvium,Human Resources (HR),Hyderabad,"₹ 10,000 /month"
Heart Health India Foundation,Video Editing/Making,Work From Home,"₹ 5,000 /month"
Cricket Gyan,Content Writing,Navi Mumbai,"₹ 10,000-15,000 /month"
Mutualist,Equity Analyst,Gurgaon,"₹ 10,000 /month"
Hexallt Enterprises,Content Writing,Mumbai,"₹ 4,500 /month"
Vepply,Sales,Mumbai,"₹ 5,000 /month"
The Custom Swag,Founder's Office,Bangalore,"₹ 5,000-10,000 /month"
Tastevine Express Private Limited,Business Development (Sales),Work From Home,"₹ 2,500 /month +  Incentives"
K12 Techno Services Private Limited,Product Design,Delhi,"₹ 25,000 /month"
Across The Globe (ATG),Product Management,Pune,"₹ 2,000-8,000 /month"
AERODROME UAV SOLUTION PVT LTD,Aerospace Engineering,Noida,"₹ 2,000 /month"
The Modern Circle,Architecture,Bangalore,"₹ 5,000-10,000 /month"
Vishnu Chess Academy,Fundraising,Bangalore,"₹ 15,000-20,000 /month"
I2CURE,Corporate Sales,Bangalore,"₹ 12,000 /month"
Emoha Eldercare,Event Management,Noida,"₹ 15,000 /month"
ICLabs IN,React Native,Work From Home,"₹ 6,000 /month"
Leading Life Insurance Company - Goregaon East,Recruitment,Ahmedabad,"₹ 25,000 /month"
Invicto Trader- Analysis Over Luck,Video Editing/Making,Work From Home,"₹ 1,000 /month +  Incentives"
Houce,Corporate Sales,Bhopal,"₹ 10,000 /month +  Incentives"
NoBroker Technologies Solutions Private Limited,Human Resources (HR),Mumbai,"₹ 12,000 /month"
QANinjas,Graphic Design,Mumbai,"₹ 8,000-10,000 /month"
Chakra Partners Consulting Services Private Limited,Search Engine Optimization (SEO),Dombivli,"₹ 6,000 /month"
Big Language Solutions,Project Management,Kalyan,"₹ 15,000-22,000 /month"
Flyvheel Digital Solutions Private Limited,Marketing,Mumbai,"₹ 10,000 /month"
HRnestt,Social Media Marketing,Badlapur,"₹ 1,000 /month"
Stories2brew,Video Editing/Making,Ambernath,"₹ 1,000-4,000 /month"
Bolesale Technologies Private Limited,React Native And Firebase,Thane,"₹ 2,000 /month"
Fly Homes By Leverage Edu,Catalog Management,Work From Home,"₹ 10,000 /month"
CaratLane Trading Private Limited,Sales,Work From Home,"₹ 12,000 /month"
Pravis Consulting,Social Media Marketing,Delhi,"₹ 15,000 /month"
Bhavalay - School Of Emotions,Content Writing,Mumbai,"₹ 4,000-6,000 /month"
TECHNOFLEDGE PRIVATE LIMITED,Business Development Management - Influencer and Social Media Marketing,Kochi,"₹ 5,000-15,000 /month"
Simply Sport Foundation,Human Resources,Work From Home,"₹ 6,000 /month"
Buyybee,Social Media Marketing,Delhi,"₹ 1,000 /month +  Incentives"
Her Chat,Community Outreach,Mumbai,Unpaid
SunEco Tech Ventures Private Limited,Product Marketing,Gurgaon,"₹ 5,000 /month +  Incentives"
Smartscale House Design,Architecture,Patna,"₹ 2,000 /month"
Jai Mehta (Envox Media),UI/UX Design,Bangalore,"₹ 4,000 /month"
Hir'd Services Private Limited,HR Consultant,Work From Home,"₹ 4,000-4,500 lump sum"
DeadAnt Media Private Limited,Video Editing/Making,Work From Home,"₹ 10,000 /month"
Blue Apple Digimedia,Database Building/Management,Hyderabad,"₹ 5,000-8,000 /month"
Megha Jain,Search Engine Optimization (SEO),Bangalore,"₹ 5,000 lump sum"
White Log Media,Business Development (Sales),Ghaziabad,"₹ 5,000-7,000 /month"
Quantum IT Innovation,3D Graphic Design,Chennai,"₹ 8,000-15,000 /month"
Viami Global Services LLp,Marketing,Work From Home,"₹ 5,000 /month"
Modest Essentials,Customer Service/Customer Support,Delhi,"₹ 12,000 /month"
Quantum IT Innovation,Graphic Design,Work From Home,"₹ 8,000-15,000 /month"
Remodo,Data Entry,Work From Home,"₹ 8,000 /month"
Book My Kitty,Marketing,Mumbai,"₹ 10,000 /month"
The Grow Up,Business Development (Sales),Delhi,"₹ 8,000 /month +  Incentives"
Shabd.in,Content Writing,Ahmedabad,"₹ 1,000 /month"
Vinit Patil,Market Research,Coimbatore,"₹ 5,000 /month"
Creative Galileo,Content Development (English),Bangalore,"₹ 10,000 /month"
PopFly Design,Sales & Marketing,Work From Home,"₹ 7,000 /month"
Chhajed And Doshi,Auditing & Accounting,Bangalore,"₹ 5,000 /month"
Kapok Fashions,Fashion Design,Hyderabad,"₹ 5,000-10,000 /month"
Farmflow Innovation Pvt Ltd,Marketing,Delhi,"₹ 5,000 /month"
Beaut Group,UI/UX Design,Bangalore,"₹ 7,000-8,000 /month"
Labocure,Telecalling,Pune,"₹ 2,000 /month"
Digital Ipsum,Web Development,Work From Home,"₹ 4,000 /month"
Nexiara,Marketing,Work From Home,"₹ 5,000-25,000 /month"
Flo Mattress,Returns Executive,Delhi,"₹ 10,000-13,000 /month"
Falcon Reality,Game Development,Delhi,"₹ 10,000-25,000 /month"
Efficacy Global Sales Solutions Private Limited,Quality Analyst,Navi Mumbai,"₹ 10,000 /month"
Zeapl,Lead Generation,Mumbai,"₹ 7,500 /month"
Marvedge,Video Editing/Making,Delhi,"₹ 1,000-3,000 /month"
Avantika Kansal,Online Marketing,Gurgaon,"₹ 5,000 /month"
Innovative Media,Media,Hyderabad,"₹ 2,000-3,000 /month"
Web Ignito,Copywriting,Patna,"₹ 5,000 /month"
Fear No Man,Graphic Design,Hyderabad,"₹ 1,000 /month +  Incentives"
Ikshana Konnect,Recruitment,Ahmedabad,"₹ 5,000-10,000 /month"
Auxeno,Content Writing,Gurgaon,"₹ 5,000 /month"
Nilee Games & Future Technologies Private Limited,Social Media Marketing,Delhi,"₹ 5,000-12,000 /month"
Suvy Classes,Video Editing/Making - Tutoring,Ahmedabad,"₹ 2,000-5,000 /month"
RoopDesigns,Virtual Assistance,Faridabad,"₹ 3,000 /month"
SkillStreet,Social Media Marketing,Delhi,"₹ 4,000 /month"
Rapidue Technologies (Recykal),Human Resources (HR),Ghaziabad,"₹ 15,000 /month"
Graveiens Eduservices Private Limited,Curriculum Development,Gurgaon,"₹ 1,000 /month +  Incentives"
Bracelet Productions,Search Engine Optimization (SEO),Noida,"₹ 2,000 /month"
Graveiens Eduservices Private Limited,Subject Matter Expert (Video Solution),Work From Home,"₹ 1,000 /month +  Incentives"
"MAAI Inc (San Francisco, United States)",Product Design,Gurgaon,"₹ 30,000 /month"
Business Quant,UI/UX Design,Work From Home,"₹ 8,000-12,000 /month"
Softnix Infotech,Search Engine Optimization (SEO),Mumbai,"₹ 3,000 /month +  Incentives"
Magic Lock DC Private Limited,Administration,Faridabad,"₹ 8,000 /month"
SB Exports,Digital Marketing,Delhi,"₹ 3,000 /month +  Incentives"
Siddi Vinayaka Creative Labs,Voice-over-artist (Remote/WFH),Jaipur,"₹ 2,000 /month"
Siddi Vinayaka Creative Labs,Content Writing (Telugu) (Remote/WFH),Work From Home,"₹ 2,000 /month"
KinderSports LLP,Digital Marketing,Delhi,"₹ 5,000 /month"
Matrix Exports,Business Development (Sales),Work From Home,"₹ 8,000-15,000 /month"
GB Digital,Search Engine Optimization (SEO),Work From Home,"₹ 3,000-5,000 /month"
Siddi Vinayaka Creative Labs,Subject Matter Expert (Remote/WFH),Work From Home,"₹ 2,000 /month"
InkSpire Publishers,Social Media Marketing,Delhi,"₹ 1,000 /month +  Incentives"
Ace Star Management Private Limited,Marketing,Work From Home,"₹ 15,000 /month"
SNS Group,Business Development (Sales),Work From Home,"₹ 5,000 /month +  Incentives"
SkillsCapital,Digital Marketing - AI/ML Powered Talent Cloud Startup,Bangalore,"₹ 5,000 /month"
DesignBHK,Business Development (Sales),Work From Home,"₹ 3,000 /month +  Incentives"
One17 Technologies,Operation & Support,Work From Home,"₹ 3,000-5,000 /month"
Urban Jungle Company,Digital Marketing and Wordpress,Hyderabad,"₹ 6,000 /month"
Brandvertising Arena,Digital Marketing,Ghaziabad,"₹ 2,000-6,000 /month"
Netlync Technologies LLP,Human Resources (HR),Greater Noida,"₹ 10,000 /month"
J&C Language School,Business Development (Sales),Noida,"₹ 7,000 /month"
Design Flare,Web Development,Delhi,"₹ 10,000 /month"
Vesume,Content Writing,Delhi,"₹ 15,000 /month"
Instant  Sprouts,Digital Marketing,Ghaziabad,"₹ 3,000 /month +  Incentives"
GM Industrial Solutions,Business Development (Sales),Greater Noida,"₹ 2,000 /month +  Incentives"
Matter-Ent,Content Agent,Noida,"₹ 5,000-10,000 /month"
SJ DESIGN STUDIO,Interior Design,Work From Home,"₹ 2,000-5,000 /month"
Biome Laboratories,Founder's Office,Bangalore,"₹ 5,000 /month"
The Assignment Force,Academic Writing Service,Work From Home,"₹ 2,000 /month +  Incentives"
B2B Gifts India,Business Development (Sales),Gurgaon,"₹ 5,000-10,000 /month"
WhaSeLiya,Social Media Marketing,Work From Home,"₹ 8,000 /month"
Grabbish Online,Social Media Marketing,Bangalore,"₹ 5,000 /month"
Katharos Techie,Business Development (Sales),Vasai-Virar,"₹ 5,000 /month"
United Well-Being Foundation,Psychology,Delhi,Unpaid
Brand Mechanic Communication,Graphic Design,Ghaziabad,"₹ 10,000-15,000 /month"
Aryan Jalan,Digital Marketing,Noida,"₹ 7,000-15,000 /month"
Intelikart Services Private Limited,Digital Marketing,Bangalore,"₹ 3,000 /month"
Kishor Sasemahal,Content Writing,Work From Home,"₹ 1,500 /month"
FreePNGImg,Music,Mumbai,"₹ 5,000 /month"
Wellbeing Aacharya,Media & Public Relations (PR),Work From Home,"₹ 12,000-15,000 /month"
HELIUM CORPORATION,Embedded Systems,Mumbai,"₹ 8,000-12,000 /month"
Saypan Communications And Consultants Private Limited,Graphic Design,Bangalore,"₹ 2,500 /month"
Dr Rajat Goel,Marketing,Mahadevapura,"₹ 3,000-6,000 /month"
Save The Paws,Human Resources (HR),Work From Home,Unpaid
Rail Bikash Manch,Human Resources (HR),Kolkata,Unpaid
Hack2Skill,Human Resources (HR),Bangalore,"₹ 15,000 /month"
Qnous Services Private Limited,Market Research,Work From Home,"₹ 13,000 /month"
Cyber Saga,iOS App Development,Chennai,"₹ 10,000-20,000 /month"
Hustle & Health LLP,Video Editing/Making,Work From Home,"₹ 8,000-12,000 /month"
MG CEM,Graphic Design,Work From Home,"₹ 5,000 /month"
IFUR,Inside Sales,Work From Home,"₹ 10,000-12,000 /month"
Highavenue,Game Development,Bangalore,"₹ 12,000 /month"
GDI,Translation,Coimbatore,"₹ 10,000 /month"
Zero Latency India,Operations,Work From Home,"₹ 6,000-8,000 /month"
NearBond,Business Development (Sales),Noida,"₹ 10,000 /month"
Budding Influencers,Influencer Marketing,Mumbai,"₹ 6,000 /month"
White Pigeon Films,Business Development (Sales),Work From Home,"₹ 15,000 /month"
AIMonk Labs Technology Limited,Software Testing,Work From Home,"₹ 15,000 /month"
Team Car Delight,Image Processing,Bangalore,"₹ 9,000-12,000 /month"
Erc Max Ventures Private Limited,PHP Development,Work From Home,"₹ 10,000 /month"
Presidency College,Marketing,Bangalore,"₹ 10,000 /month"
Dmgiants,Social Media Marketing,Work From Home,"₹ 1,000 /month +  Incentives"
SkillsCapital,Sales- IT Staffing Industry,Work From Home,"₹ 5,000 /month"
CraftMyPlate,Marketing,Patna,"₹ 4,000-10,000 /month"
Predulive Edutech Foundation,Mobile App Development,Work From Home,Unpaid
Skillbee,Lead Generation,Gurgaon,"₹ 1,000 /month"
"Vaishali Chaudhary (Toronto, Canada)",Video Editing/Making,Gurgaon,"₹ 8,000-12,500 /month"
Alcove Studio By Sejal Mittal,Architect Journalism,Bangalore,"₹ 12,000 /month"
Paathshala Spark,Content Writing,Mumbai,"₹ 5,000 /month"
Paathshala Spark,Academics Content Creation,Work From Home,"₹ 5,000 /month"
Analystt.ai,Webflow,Lucknow,"₹ 2,000-3,000 /month"
AKS Worldwide Private Limited,Video Editing/Making,Bangalore,"₹ 10,000 /month"
AKS Worldwide Private Limited,Search Engine Optimization (SEO),Delhi,"₹ 10,000 /month"
Digaxy Solutions Private Limited,Social Media Marketing,Work From Home,"₹ 3,000 /month"
Smart Suburbs,Business Development (Sales),Work From Home,"₹ 18,000 /month"
Jeevan Jaagrati Foundation,Teaching,Work From Home,Unpaid
Pageaters,Junior Associate,Noida,"₹ 2,500 /month"
Bestdesk IT Solutions Private Limited,Social Media Marketing,Mumbai,"₹ 7,000-10,000 /month"
Loom Solar Private Limited,Finance & Accounting,Gurgaon,"₹ 8,000 /month"
SockSoho,Photography,Indore,"₹ 8,000-15,000 /month"
Sinchan Education And Rural Entrepreneurship Foundation,Teaching,Jaipur,Unpaid
News81 Media,Anchoring,Bangalore,"₹ 15,000 lump sum"
Offmint,Business Development (Sales),Work From Home,"₹ 7,000-12,000 /month"
FinServ India (FinStock Market Services),Business Development (Sales),Work From Home,"₹ 10,000-11,000 /month"
Vahura,Tax & Finance Vertical - Recruitment,Kolkata,"₹ 10,000 /month"
MullenLowe Lintas Group,Brand Management,Work From Home,"₹ 10,000-15,000 /month"
VML CONTAINERS PRIVATE LIMITED,Marketing,Delhi,"₹ 2,000 /month +  Incentives"
WEMATTER PXT Limited,HR Consultant,Indore,"₹ 15,000 /month"
Magenta EV Solutions Private Limited,Compliances,Mumbai,"₹ 6,000 /month"
Budding Mariners,Video Editing/Making,Mumbai,"₹ 2,500 /month"
Budding Mariners,Reel Editing,Work From Home,"₹ 2,000 /month"
SkillsCapital,IT Recruitment,Work From Home,"₹ 5,000 /month"
Eduminatti,UI/UX Design,Work From Home,"₹ 2,000 /month"
Siya Capital,Administration,Pune,"₹ 15,000 /month"
Printila Services Private Limited,Motion Graphics,Mumbai,"₹ 5,000 /month"
Angrybaaz,Influencer Marketing,Work From Home,"₹ 3,000 /month"
Kanha Enterprises,Video Editing/Making,Work From Home,"₹ 3,000 /month"
RenB Digital,Digital Marketing,Noida,"₹ 4,000-5,000 /month"
RenB Digital,Social Media Marketing,Work From Home,"₹ 4,000-5,000 /month"
Artizence,Social Media Marketing,Work From Home,"₹ 1,000 /month"
Mixo,Founder's Associate,Work From Home,"₹ 5,000-15,000 /month"
